videoname,poi,context,value
23327,Donald Trump,23327,
23328,Ayn Rand,23328,
23329,Bill Clinton,23329,
23330,Ronald Reagan,23330,
23331,Bill Clinton,23331,
23332,Christopher Hitchens,23332,
23333,Nelson Mandela,23333,
23334,Queen Elizabeth II,23334,
23335,Orson Welles,23335,
23336,Richard Nixon,23336,
23337,Bill Clinton,23337,
23338,Ayn Rand,23338,
23339,Alexandria Ocasio-Cortez,23339,
23340,Bernie Sanders,23340,
23341,Bill Clinton,23341,
23342,Martin Luther King,23342,
23343,Orson Welles,23343,
23344,Donald Trump,23344,
23345,Bernie Sanders,23345,
23346,Alec Guinness,23346,
23347,Ronald Reagan,23347,
23348,Orson Welles,23348,
23349,Milton Friedman,23349,
23350,Ayn Rand,23350,
23351,Martin Luther King,23351,
23352,Donald Trump,23352,
23353,Donald Trump,23353,
23354,Donald Trump,23354,
23355,Christopher Hitchens,23355,
23356,Bernie Sanders,23356,
23357,Bill Clinton,23357,
23358,Richard Nixon,23358,
23359,Boris Johnson,23359,
23360,Orson Welles,23360,
23361,Martin Luther King,23361,
23362,Ronald Reagan,23362,
23363,Bill Clinton,23363,
23364,Robert Kardashian,23364,
23365,Barack Obama,23365,
23366,Bernie Sanders,23366,
23367,Louis Farrakhan,23367,
23368,Bernie Sanders,23368,
23369,John Cleese,23369,
23370,Donald Trump,23370,
23371,Christopher Hitchens,23371,
23372,Malcolm X,23372,
23373,Kanye West,23373,
23374,Mark Zuckerberg,23374,
23375,Martin Luther King,23375,
23376,Barack Obama,23376,
23377,Queen Elizabeth II,23377,
23378,Ayn Rand,23378,
23379,JFK,23379,
23380,Bernie Sanders,23380,
23381,Calvin Coolidge,23381,
23382,Queen Elizabeth II,23382,
23383,Alec Guinness,23383,
23384,Alec Guinness,23384,
23385,Bernie Sanders,23385,
23386,Ronald Reagan,23386,
23387,Alec Guinness,23387,
23388,Milton Friedman,23388,
23389,Bernie Sanders,23389,
23390,Queen Elizabeth II,23390,
23391,Boris Johnson,23391,
23392,Kanye West,23392,
23393,Mark Zuckerberg,23393,
23394,Barack Obama,23394,
23395,Bernie Sanders,23395,
23396,John Cleese,23396,
23397,Scarlett Johansson,23397,
23398,Donald Trump,23398,
23399,Bernie Sanders,23399,
23400,Barack Obama,23400,
23401,Ronald Reagan,23401,
23402,Barack Obama,23402,
23403,Ayn Rand,23403,
23404,Ayn Rand,23404,
23405,Barack Obama,23405,
23406,JFK,23406,
23407,Bill Clinton,23407,
23408,Ayn Rand,23408,
23409,Nelson Mandela,23409,
23410,Bernie Sanders,23410,
23411,Barack Obama,23411,
23412,Ayn Rand,23412,
23413,Malcolm X,23413,
23414,Barack Obama,23414,
23415,Jeff Goldblum,23415,
23416,Alec Guinness,23416,
23417,Bill Clinton,23417,
23418,Ayn Rand,23418,
23419,Ronald Reagan,23419,
23420,Alec Guinness,23420,
23421,George W. Bush,23421,
23422,Alec Guinness,23422,
23423,Donald Trump,23423,
23424,Barack Obama,23424,
23425,Ronald Reagan,23425,
23426,Queen Elizabeth II,23426,
23427,Donald Trump,23427,
23428,JFK,23428,
23429,Alec Guinness,23429,
23430,Bill Clinton,23430,
23431,Bill Clinton,23431,
23432,Bernie Sanders,23432,
23433,Milton Friedman,23433,
23434,Orson Welles,23434,
23435,Richard Nixon,23435,
23436,Ayn Rand,23436,
23437,Christopher Hitchens,23437,
23438,FDR,23438,
23439,Martin Luther King,23439,
23440,Donald Trump,23440,
23441,Ayn Rand,23441,
23442,JFK,23442,
23443,Alec Guinness,23443,
23444,Milton Friedman,23444,
23445,Dwight Eisenhower,23445,
23446,Boris Johnson,23446,
23447,Mark Zuckerberg,23447,
23448,Malcolm X,23448,
23449,Bill Burr,23449,
23450,Barack Obama,23450,
23451,Malcolm X,23451,
23452,Donald Trump,23452,
23453,Mark Zuckerberg,23453,
23454,Louis C.K.,23454,
23455,Barack Obama,23455,
23456,Bernie Sanders,23456,
23457,Bernie Sanders,23457,
23458,Donald Trump,23458,
23459,Ayn Rand,23459,
23460,Ronald Reagan,23460,
23461,Bill Clinton,23461,
23462,Frank Sinatra,23462,
23463,Donald Trump,23463,
23464,Bill Clinton,23464,
23465,Barack Obama,23465,
23466,Milton Friedman,23466,
23467,Ayn Rand,23467,
23468,Bernie Sanders,23468,
23469,Ronald Reagan,23469,
23470,Martin Luther King,23470,
23471,Bill Clinton,23471,
23472,Bill Burr,23472,
23473,Barack Obama,23473,
23474,Ayn Rand,23474,
23475,Alec Guinness,23475,
23476,Louis C.K.,23476,
23477,Bill Clinton,23477,
23478,Winston Churchill,23478,
23479,Winston Churchill,23479,
23480,Ayn Rand,23480,
23481,Ayn Rand,23481,
23482,George W. Bush,23482,
23483,Boris Johnson,23483,
23484,Ayn Rand,23484,
23485,Dwight Eisenhower,23485,
23486,Louis Farrakhan,23486,
23487,Ronald Reagan,23487,
23488,Martin Luther King,23488,
23489,Kanye West,23489,
23490,Mark Zuckerberg,23490,
23491,Christopher Hitchens,23491,
23492,Nelson Mandela,23492,
23493,Bernie Sanders,23493,
23494,Winston Churchill,23494,
23495,Orson Welles,23495,
23496,Milton Friedman,23496,
23497,Ayn Rand,23497,
23498,Alec Guinness,23498,
23499,Christopher Hitchens,23499,
23500,Christopher Hitchens,23500,
23501,Nick Offerman,23501,
23502,FDR,23502,
23503,Alec Guinness,23503,
23504,Alec Guinness,23504,
23505,Alec Guinness,23505,
23506,Bernie Sanders,23506,
23507,Bill Clinton,23507,
23508,Barack Obama,23508,
23509,Barack Obama,23509,
23510,Barack Obama,23510,
23511,Barack Obama,23511,
23512,Ayn Rand,23512,
23513,Ronald Reagan,23513,
23514,Bernie Sanders,23514,
23515,FDR,23515,
23516,Donald Trump,23516,
23517,Ayn Rand,23517,
23518,Donald Trump,23518,
23519,Donald Trump,23519,
23520,Christopher Hitchens,23520,
23521,Harry Truman,23521,
23522,Malcolm X,23522,
23523,Alexandria Ocasio-Cortez,23523,
23524,Donald Trump,23524,
23525,Barack Obama,23525,
23526,Robert Kardashian,23526,
23527,Ayn Rand,23527,
23528,Bernie Sanders,23528,
23529,Donald Trump,23529,
23530,Donald Trump,23530,
23531,Barack Obama,23531,
23532,Christopher Hitchens,23532,
23533,Bill Clinton,23533,
23534,Ronald Reagan,23534,
23535,Barack Obama,23535,
23536,Bernie Sanders,23536,
23537,Alec Guinness,23537,
23538,Bill Clinton,23538,
23539,Bernie Sanders,23539,
23540,Ronald Reagan,23540,
23541,Alec Guinness,23541,
23542,Mark Zuckerberg,23542,
23543,Barack Obama,23543,
23544,Christopher Hitchens,23544,
23545,JFK,23545,
23546,Nelson Mandela,23546,
23547,Barack Obama,23547,
23548,Alec Guinness,23548,
23549,Bill Clinton,23549,
23550,Barack Obama,23550,
23551,Bernie Sanders,23551,
23552,Bernie Sanders,23552,
23553,Alec Guinness,23553,
23554,Bernie Sanders,23554,
23555,Donald Trump,23555,
23556,Alec Guinness,23556,
23557,Alec Guinness,23557,
23558,Barack Obama,23558,
23559,Ayn Rand,23559,
23560,Christopher Hitchens,23560,
23561,Malcolm X,23561,
23562,Mark Zuckerberg,23562,
23563,Donald Trump,23563,
23564,Donald Trump,23564,
23565,Gilbert Gottfried,23565,
23566,Donald Trump,23566,
23567,Alec Guinness,23567,
23568,Mr. Rogers,23568,
23569,Barack Obama,23569,
23570,Donald Trump,23570,
23571,JFK,23571,
23572,Alec Guinness,23572,
23573,Jerry Seinfeld,23573,
23574,Arnold Schwarzenegger,23574,
23575,Bill Clinton,23575,
23576,Christopher Hitchens,23576,
23577,Christopher Hitchens,23577,
23578,Ronald Reagan,23578,
23579,Ronald Reagan,23579,
23580,Alec Guinness,23580,
23581,Norm MacDonald,23581,
23582,Bill Clinton,23582,
23583,Bill Clinton,23583,
23584,Ayn Rand,23584,
23585,Bernie Sanders,23585,
23586,Barack Obama,23586,
23587,Alec Guinness,23587,
23588,Alec Guinness,23588,
23589,Barack Obama,23589,
23590,Arnold Schwarzenegger,23590,
23591,Arnold Schwarzenegger,23591,
23592,Barack Obama,23592,
23593,Christopher Hitchens,23593,
23594,Gilbert Gottfried,23594,
23595,2Pac,23595,
23596,Bernie Sanders,23596,
23597,Alec Guinness,23597,
23598,Barack Obama,23598,
23599,Bernie Sanders,23599,
23600,Barack Obama,23600,
23601,Arnold Schwarzenegger,23601,
23602,Winston Churchill,23602,
23603,Alec Guinness,23603,
23604,Ayn Rand,23604,
23605,Donald Trump,23605,
23606,Barack Obama,23606,
23607,Ayn Rand,23607,
23608,Barack Obama,23608,
23609,Donald Trump,23609,
23610,Barack Obama,23610,
23611,Alec Guinness,23611,
23612,Bill Clinton,23612,
23613,Donald Trump,23613,
23614,Christopher Hitchens,23614,
23615,Christopher Hitchens,23615,
23616,The Notorious B.I.G.,23616,
23617,Barack Obama,23617,
23618,Ayn Rand,23618,
23619,Queen Elizabeth II,23619,
23620,Ronald Reagan,23620,
23621,Bill Clinton,23621,
23622,Alec Guinness,23622,
23623,Donald Trump,23623,
23624,Bill Clinton,23624,
23625,Bill Clinton,23625,
23626,Bernie Sanders,23626,
23627,Martin Luther King,23627,
23628,Winston Churchill,23628,
23629,Bill Clinton,23629,
23630,Christopher Hitchens,23630,
23631,FDR,23631,
23632,Donald Trump,23632,
23633,Alec Guinness,23633,
23634,Bernie Sanders,23634,
23635,Mark Zuckerberg,23635,
23636,Winston Churchill,23636,
23637,Bernie Sanders,23637,
23638,Ayn Rand,23638,
23639,Ronald Reagan,23639,
23640,Ayn Rand,23640,
23641,Bob Ross,23641,
23642,FDR,23642,
23643,Martin Luther King,23643,
23644,Christopher Hitchens,23644,
23645,FDR,23645,
23646,The Notorious B.I.G.,23646,
23647,Bernie Sanders,23647,
23648,Louis Farrakhan,23648,
23649,Donald Trump,23649,
23650,Bernie Sanders,23650,
23651,Alec Guinness,23651,
23652,Ronald Reagan,23652,
23653,Alec Guinness,23653,
23654,Alec Guinness,23654,
23655,Christopher Hitchens,23655,
23656,George Carlin,23656,
23657,FDR,23657,
23658,Alexandria Ocasio-Cortez,23658,
23659,Barack Obama,23659,
23660,Christopher Hitchens,23660,
23661,JFK,23661,
23662,Donald Trump,23662,
23663,Norm MacDonald,23663,
23664,Mark Zuckerberg,23664,
23665,Bernie Sanders,23665,
23666,Donald Trump,23666,
23667,Alan Watts,23667,
23668,Ronald Reagan,23668,
23669,Alec Guinness,23669,
23670,Alec Guinness,23670,
23671,Tucker Carlson,23671,
23672,Milton Friedman,23672,
23673,Ayn Rand,23673,
23674,Alec Guinness,23674,
23675,Donald Trump,23675,
23676,Barack Obama,23676,
23677,Bill Clinton,23677,
23678,Ronald Reagan,23678,
23679,Jeff Goldblum,23679,
23680,Ayn Rand,23680,
23681,Winston Churchill,23681,
23682,George W. Bush,23682,
23683,Alec Guinness,23683,
23684,Christopher Hitchens,23684,
23685,The Notorious B.I.G.,23685,
23686,Ayn Rand,23686,
23687,Louis Farrakhan,23687,
23688,Winston Churchill,23688,
23689,Alec Guinness,23689,
23690,Barack Obama,23690,
23691,Alec Guinness,23691,
23692,Alec Guinness,23692,
23693,Alec Guinness,23693,
23694,Bill Clinton,23694,
23695,Alec Guinness,23695,
23696,Ronald Reagan,23696,
23697,Bill Clinton,23697,
23698,Nelson Mandela,23698,
23699,Mr. Rogers,23699,
23700,Alec Guinness,23700,
23701,Milton Friedman,23701,
23702,Alec Guinness,23702,
23703,FDR,23703,
23704,Ayn Rand,23704,
23705,Ayn Rand,23705,
23706,Alec Guinness,23706,
23707,Ronald Reagan,23707,
23708,Ayn Rand,23708,
23709,Ronald Reagan,23709,
23710,Alec Guinness,23710,
23711,Donald Trump,23711,
23712,Milton Friedman,23712,
23713,Donald Trump,23713,
23714,Donald Trump,23714,
23715,Harry Truman,23715,
23716,Bernie Sanders,23716,
23717,Barack Obama,23717,
23718,Gilbert Gottfried,23718,
23719,Alec Guinness,23719,
23720,Christopher Hitchens,23720,
23721,JFK,23721,
23722,Calvin Coolidge,23722,
23723,Jerry Seinfeld,23723,
23724,Mitch Hedberg,23724,
23725,Barack Obama,23725,
23726,Alec Guinness,23726,
23727,Robert Kardashian,23727,
23728,Barack Obama,23728,
23729,Winston Churchill,23729,
23730,Barack Obama,23730,
23731,JFK,23731,
23732,Martin Luther King,23732,
23733,Alec Guinness,23733,
23734,Ronald Reagan,23734,
23735,Bernie Sanders,23735,
23736,Bill Clinton,23736,
23737,Donald Trump,23737,
23738,Bernie Sanders,23738,
23739,Ronald Reagan,23739,
23740,Louis Farrakhan,23740,
23741,Bernie Sanders,23741,
23742,Ronald Reagan,23742,
23743,Mr. Rogers,23743,
23744,Ronald Reagan,23744,
23745,Alec Guinness,23745,
23746,Bernie Sanders,23746,
23747,Bill Clinton,23747,
23748,JFK,23748,
23749,Alec Guinness,23749,
23750,Barack Obama,23750,
23751,Alan Watts,23751,
23752,Martin Luther King,23752,
23753,Ayn Rand,23753,
23754,Donald Trump,23754,
23755,Donald Trump,23755,
23756,Kanye West,23756,
23757,Mark Zuckerberg,23757,
23758,Barack Obama,23758,
23759,Bernie Sanders,23759,
23760,Adam Driver,23760,
23761,Alec Guinness,23761,
23762,Bill Clinton,23762,
23763,Bernie Sanders,23763,
23764,Winston Churchill,23764,
23765,Bernie Sanders,23765,
23766,George W. Bush,23766,
23767,Bernie Sanders,23767,
23768,Donald Trump,23768,
23769,Ayn Rand,23769,
23770,Donald Trump,23770,
23771,Bernie Sanders,23771,
23772,Mark Zuckerberg,23772,
23773,Alec Guinness,23773,
23774,Alec Guinness,23774,
23775,Louis Farrakhan,23775,
23776,Christopher Hitchens,23776,
23777,FDR,23777,
23778,Donald Trump,23778,
23779,Alec Guinness,23779,
23780,Ronald Reagan,23780,
23781,Orson Welles,23781,
23782,Ayn Rand,23782,
23783,Bill Clinton,23783,
23784,The Notorious B.I.G.,23784,
23785,Barack Obama,23785,
23786,Alec Guinness,23786,
23787,Donald Trump,23787,
23788,Queen Elizabeth II,23788,
23789,Calvin Coolidge,23789,
23790,Adam Driver,23790,
23791,Bill Clinton,23791,
23792,Winston Churchill,23792,
23793,Richard Nixon,23793,
23794,Bernie Sanders,23794,
23795,Ayn Rand,23795,
23796,Bill Clinton,23796,
23797,Ayn Rand,23797,
23798,Milton Friedman,23798,
23799,Donald Trump,23799,
23800,Winston Churchill,23800,
23801,FDR,23801,
23802,Alec Guinness,23802,
23803,The Notorious B.I.G.,23803,
23804,Alexandria Ocasio-Cortez,23804,
23805,Barack Obama,23805,
23806,Bernie Sanders,23806,
23807,Christopher Hitchens,23807,
23808,Ayn Rand,23808,
23809,Christopher Hitchens,23809,
23810,Bill Burr,23810,
23811,Nelson Mandela,23811,
23812,Barack Obama,23812,
23813,Milton Friedman,23813,
23814,Barack Obama,23814,
23815,Alec Guinness,23815,
23816,JFK,23816,
23817,Jimmy Carter,23817,
23818,JFK,23818,
23819,Barack Obama,23819,
23820,Barack Obama,23820,
23821,Ayn Rand,23821,
23822,Kanye West,23822,
23823,Ayn Rand,23823,
23824,Bernie Sanders,23824,
23825,Ayn Rand,23825,
23826,Alexandria Ocasio-Cortez,23826,
23827,Winston Churchill,23827,
23828,Donald Trump,23828,
23829,Barack Obama,23829,
23830,JFK,23830,
23831,Ronald Reagan,23831,
23832,Bill Clinton,23832,
23833,Donald Trump,23833,
23834,Barack Obama,23834,
23835,Donald Trump,23835,
23836,Richard Nixon,23836,
23837,Donald Trump,23837,
23838,Bernie Sanders,23838,
23839,Donald Trump,23839,
23840,Ayn Rand,23840,
23841,Alec Guinness,23841,
23842,Jimmy Carter,23842,
23843,Barack Obama,23843,
23844,Winston Churchill,23844,
23845,Ronald Reagan,23845,
23846,Kanye West,23846,
23847,Louis Farrakhan,23847,
23848,Alec Guinness,23848,
23849,Barack Obama,23849,
23850,Bernie Sanders,23850,
23851,Louis Farrakhan,23851,
23852,Mr. Rogers,23852,
23853,Barack Obama,23853,
23854,Donald Trump,23854,
23855,Ayn Rand,23855,
23856,Donald Trump,23856,
23857,Alec Guinness,23857,
23858,Ayn Rand,23858,
23859,Winston Churchill,23859,
23860,Donald Trump,23860,
23861,Ayn Rand,23861,
23862,Gilbert Gottfried,23862,
23863,Bernie Sanders,23863,
23864,Barack Obama,23864,
23865,Tucker Carlson,23865,
23866,Ayn Rand,23866,
23867,Bernie Sanders,23867,
23868,Alec Guinness,23868,
23869,Christopher Hitchens,23869,
23870,Louis Farrakhan,23870,
23871,Donald Trump,23871,
23872,Bill Clinton,23872,
23873,Arnold Schwarzenegger,23873,
23874,Bill Clinton,23874,
23875,Donald Trump,23875,
23876,Donald Trump,23876,
23877,Ayn Rand,23877,
23878,Nelson Mandela,23878,
23879,Barack Obama,23879,
23880,Ayn Rand,23880,
23881,Gilbert Gottfried,23881,
23882,Bernie Sanders,23882,
23883,JFK,23883,
23884,Bernie Sanders,23884,
23885,Mark Zuckerberg,23885,
23886,Bernie Sanders,23886,
23887,Gilbert Gottfried,23887,
23888,Barack Obama,23888,
23889,Kanye West,23889,
23890,Mark Zuckerberg,23890,
23891,Ronald Reagan,23891,
23892,Barack Obama,23892,
23893,Alec Guinness,23893,
23894,Ronald Reagan,23894,
23895,Alec Guinness,23895,
23896,Bernie Sanders,23896,
23897,Louis Farrakhan,23897,
23898,George Carlin,23898,
23899,Ayn Rand,23899,
23900,Bill Burr,23900,
23901,Winston Churchill,23901,
23902,Christopher Hitchens,23902,
23903,Queen Elizabeth II,23903,
23904,Richard Nixon,23904,
23905,Ayn Rand,23905,
23906,Bernie Sanders,23906,
23907,Alexandria Ocasio-Cortez,23907,
23908,Bernie Sanders,23908,
23909,The Notorious B.I.G.,23909,
23910,Bill Clinton,23910,
23911,Bernie Sanders,23911,
23912,Donald Trump,23912,
23913,Donald Trump,23913,
23914,George W. Bush,23914,
23915,Bill Clinton,23915,
23916,Alec Guinness,23916,
23917,Bill Burr,23917,
23918,Alec Guinness,23918,
23919,Donald Trump,23919,
23920,Ayn Rand,23920,
23921,Winston Churchill,23921,
23922,Christopher Hitchens,23922,
23923,Alec Guinness,23923,
23924,Winston Churchill,23924,
23925,Ayn Rand,23925,
23926,Ronald Reagan,23926,
23927,JFK,23927,
23928,Bernie Sanders,23928,
23929,Milton Friedman,23929,
23930,Donald Trump,23930,
23931,Queen Elizabeth II,23931,
23932,Alec Guinness,23932,
23933,Barack Obama,23933,
23934,Louis Farrakhan,23934,
23935,Richard Nixon,23935,
23936,Adam Driver,23936,
23937,Milton Friedman,23937,
23938,Adam Driver,23938,
23939,Louis Farrakhan,23939,
23940,Bernie Sanders,23940,
23941,Alec Guinness,23941,
23942,Bernie Sanders,23942,
23943,Ayn Rand,23943,
23944,Dwight Eisenhower,23944,
23945,Calvin Coolidge,23945,
23946,Alec Guinness,23946,
23947,Alec Guinness,23947,
23948,Nick Offerman,23948,
23949,Bill Clinton,23949,
23950,Bill Clinton,23950,
23951,George Carlin,23951,
23952,JFK,23952,
23953,Mark Zuckerberg,23953,
23954,Alec Guinness,23954,
23955,Bernie Sanders,23955,
23956,Nelson Mandela,23956,
23957,Donald Trump,23957,
23958,FDR,23958,
23959,Alec Guinness,23959,
23960,Christopher Hitchens,23960,
23961,Ayn Rand,23961,
23962,Ayn Rand,23962,
23963,Ayn Rand,23963,
23964,George W. Bush,23964,
23965,Ayn Rand,23965,
23966,Arnold Schwarzenegger,23966,
23967,Ayn Rand,23967,
23968,Donald Trump,23968,
23969,Bernie Sanders,23969,
23970,Milton Friedman,23970,
23971,Orson Welles,23971,
23972,Christopher Hitchens,23972,
23973,Malcolm X,23973,
23974,Ayn Rand,23974,
23975,Donald Trump,23975,
23976,Louis Farrakhan,23976,
23977,FDR,23977,
23978,John Cleese,23978,
23979,Alec Guinness,23979,
23980,Mr. Rogers,23980,
23981,Ayn Rand,23981,
23982,Donald Trump,23982,
23983,Christopher Hitchens,23983,
23984,Jerry Seinfeld,23984,
23985,Alec Guinness,23985,
23986,Alec Guinness,23986,
23987,Donald Trump,23987,
23988,Donald Trump,23988,
23989,Christopher Hitchens,23989,
23990,Alan Watts,23990,
23991,Alec Guinness,23991,
23992,Richard Nixon,23992,
23993,Christopher Hitchens,23993,
23994,Donald Trump,23994,
23995,Ayn Rand,23995,
23996,Barack Obama,23996,
23997,Nelson Mandela,23997,
23998,Alec Guinness,23998,
23999,JFK,23999,
24000,Bill Clinton,24000,
24001,Barack Obama,24001,
24002,Ronald Reagan,24002,
24003,Winston Churchill,24003,
24004,Alec Guinness,24004,
24005,Alec Guinness,24005,
24006,Donald Trump,24006,
24007,Ayn Rand,24007,
24008,Alec Guinness,24008,
24009,Ayn Rand,24009,
24010,Barack Obama,24010,
24011,Martin Luther King,24011,
24012,Nick Offerman,24012,
24013,JFK,24013,
24014,Bill Clinton,24014,
24015,Alec Guinness,24015,
24016,Ayn Rand,24016,
24017,Barack Obama,24017,
24018,Martin Luther King,24018,
24019,Nelson Mandela,24019,
24020,Bernie Sanders,24020,
24021,Alec Guinness,24021,
24022,Bernie Sanders,24022,
24023,JFK,24023,
24024,Ronald Reagan,24024,
24025,Ayn Rand,24025,
24026,Donald Trump,24026,
24027,Alec Guinness,24027,
24028,Bill Clinton,24028,
24029,Martin Luther King,24029,
24030,Barack Obama,24030,
24031,Barack Obama,24031,
24032,Ronald Reagan,24032,
24033,Mark Zuckerberg,24033,
24034,JFK,24034,
24035,Bill Clinton,24035,
24036,Ayn Rand,24036,
24037,Nelson Mandela,24037,
24038,Barack Obama,24038,
24039,Ayn Rand,24039,
24040,Arnold Schwarzenegger,24040,
24041,Ayn Rand,24041,
24042,Donald Trump,24042,
24043,Louis Farrakhan,24043,
24044,Barack Obama,24044,
24045,Ronald Reagan,24045,
24046,Alec Guinness,24046,
24047,Mark Zuckerberg,24047,
24048,Winston Churchill,24048,
24049,Donald Trump,24049,
24050,Bill Clinton,24050,
24051,Ronald Reagan,24051,
24052,Donald Trump,24052,
24053,Queen Elizabeth II,24053,
24054,Barack Obama,24054,
24055,Alec Guinness,24055,
24056,Bill Clinton,24056,
24057,Orson Welles,24057,
24058,Alec Guinness,24058,
24059,Donald Trump,24059,
24060,Ayn Rand,24060,
24061,Nelson Mandela,24061,
24062,Winston Churchill,24062,
24063,Bernie Sanders,24063,
24064,Orson Welles,24064,
24065,Norm MacDonald,24065,
24066,Barack Obama,24066,
24067,Robert Kardashian,24067,
24068,Ayn Rand,24068,
24069,Donald Trump,24069,
24070,Bill Clinton,24070,
24071,Barack Obama,24071,
24072,Donald Trump,24072,
24073,Donald Trump,24073,
24074,Barack Obama,24074,
24075,Alec Guinness,24075,
24076,Gilbert Gottfried,24076,
24077,Jerry Seinfeld,24077,
24078,Ayn Rand,24078,
24079,George Carlin,24079,
24080,Ayn Rand,24080,
24081,Mr. Rogers,24081,
24082,Lyndon Johnson,24082,
24083,Ronald Reagan,24083,
24084,Queen Elizabeth II,24084,
24085,Donald Trump,24085,
24086,Barack Obama,24086,
24087,Bernie Sanders,24087,
24088,Bernie Sanders,24088,
24089,Barack Obama,24089,
24090,Bernie Sanders,24090,
24091,Barack Obama,24091,
24092,Bernie Sanders,24092,
24093,Donald Trump,24093,
24094,Christopher Hitchens,24094,
24095,Alec Guinness,24095,
24096,Alec Guinness,24096,
24097,Alec Guinness,24097,
24098,Martin Luther King,24098,
24099,Ayn Rand,24099,
24100,Alec Guinness,24100,
24101,Christopher Hitchens,24101,
24102,Bill Clinton,24102,
24103,George Carlin,24103,
24104,JFK,24104,
24105,Billie Eilish,24105,
24106,Alec Guinness,24106,
24107,Bernie Sanders,24107,
24108,Winston Churchill,24108,
24109,Mark Zuckerberg,24109,
24110,Bill Clinton,24110,
24111,Barack Obama,24111,
24112,Bernie Sanders,24112,
24113,Ayn Rand,24113,
24114,Donald Trump,24114,
24115,Dwight Eisenhower,24115,
24116,Ayn Rand,24116,
24117,Ayn Rand,24117,
24118,Alec Guinness,24118,
24119,Mark Zuckerberg,24119,
24120,Bernie Sanders,24120,
24121,Barack Obama,24121,
24122,Queen Elizabeth II,24122,
24123,Queen Elizabeth II,24123,
24124,Martin Luther King,24124,
24125,Bernie Sanders,24125,
24126,Barack Obama,24126,
24127,Barack Obama,24127,
24128,Bill Clinton,24128,
24129,Bill Clinton,24129,
24130,Donald Trump,24130,
24131,Winston Churchill,24131,
24132,Milton Friedman,24132,
24133,Dwight Eisenhower,24133,
24134,Winston Churchill,24134,
24135,George Carlin,24135,
24136,Barack Obama,24136,
24137,Alec Guinness,24137,
24138,Bill Clinton,24138,
24139,Martin Luther King,24139,
24140,Norm MacDonald,24140,
24141,Martin Luther King,24141,
24142,Milton Friedman,24142,
24143,Bill Clinton,24143,
24144,George Carlin,24144,
24145,Bernie Sanders,24145,
24146,Donald Trump,24146,
24147,The Notorious B.I.G.,24147,
24148,Bill Clinton,24148,
24149,Mark Zuckerberg,24149,
24150,The Notorious B.I.G.,24150,
24151,Donald Trump,24151,
24152,FDR,24152,
24153,JFK,24153,
24154,Alec Guinness,24154,
24155,Nelson Mandela,24155,
24156,Boris Johnson,24156,
24157,Barack Obama,24157,
24158,Donald Trump,24158,
24159,Bernie Sanders,24159,
24160,Milton Friedman,24160,
24161,Queen Elizabeth II,24161,
24162,The Notorious B.I.G.,24162,
24163,Ronald Reagan,24163,
24164,Mark Zuckerberg,24164,
24165,Nick Offerman,24165,
24166,Winston Churchill,24166,
24167,John Cleese,24167,
24168,Ayn Rand,24168,
24169,Donald Trump,24169,
24170,JFK,24170,
24171,Donald Trump,24171,
24172,George Carlin,24172,
24173,Ayn Rand,24173,
24174,Bill Clinton,24174,
24175,Alec Guinness,24175,
24176,Bernie Sanders,24176,
24177,JFK,24177,
24178,Ronald Reagan,24178,
24179,2Pac,24179,
24180,JFK,24180,
24181,Donald Trump,24181,
24182,Bernie Sanders,24182,
24183,Ayn Rand,24183,
24184,Barack Obama,24184,
24185,Ayn Rand,24185,
24186,FDR,24186,
24187,Alec Guinness,24187,
24188,Ayn Rand,24188,
24189,Bill Clinton,24189,
24190,Bill Clinton,24190,
24191,Christopher Hitchens,24191,
24192,Ayn Rand,24192,
24193,Dwight Eisenhower,24193,
24194,Ronald Reagan,24194,
24195,George W. Bush,24195,
24196,Bill Clinton,24196,
24197,Martin Luther King,24197,
24198,Ronald Reagan,24198,
24199,Ayn Rand,24199,
24200,Barack Obama,24200,
24201,Barack Obama,24201,
24202,George W. Bush,24202,
24203,Nelson Mandela,24203,
24204,Ronald Reagan,24204,
24205,Donald Trump,24205,
24206,JFK,24206,
24207,Alec Guinness,24207,
24208,Ronald Reagan,24208,
24209,Donald Trump,24209,
24210,Barack Obama,24210,
24211,Alec Guinness,24211,
24212,Barack Obama,24212,
24213,Bill Clinton,24213,
24214,Barack Obama,24214,
24215,Bernie Sanders,24215,
24216,Alec Guinness,24216,
24217,Barack Obama,24217,
24218,Bernie Sanders,24218,
24219,Milton Friedman,24219,
24220,Bill Clinton,24220,
24221,Martin Luther King,24221,
24222,Malcolm X,24222,
24223,Boris Johnson,24223,
24224,Barack Obama,24224,
24225,Alec Guinness,24225,
24226,Barack Obama,24226,
24227,Barack Obama,24227,
24228,JFK,24228,
24229,Barack Obama,24229,
24230,William F. Buckley,24230,
24231,Alec Guinness,24231,
24232,FDR,24232,
24233,Martin Luther King,24233,
24234,Barack Obama,24234,
24235,Donald Trump,24235,
24236,Mr. Rogers,24236,
24237,Alec Guinness,24237,
24238,Nelson Mandela,24238,
24239,Barack Obama,24239,
24240,Alec Guinness,24240,
24241,Louis Farrakhan,24241,
24242,Kanye West,24242,
24243,Ayn Rand,24243,
24244,Ayn Rand,24244,
24245,Ayn Rand,24245,
24246,Bernie Sanders,24246,
24247,The Notorious B.I.G.,24247,
24248,FDR,24248,
24249,Bernie Sanders,24249,
24250,Alec Guinness,24250,
